POP MEASURE LOCK
thread1
0, 0.000253
thread2
0, 0.000707
1, 0.000670
thread3
0, 0.000380
1, 0.000454
2, 0.000421
thread4
0, 0.000043
1, 0.000064
2, 0.000032
3, 0.000123
thread5
0, 0.000938
1, 0.000119
2, 0.000624
3, 0.000529
4, 0.000810
thread6
0, 0.000016
1, 0.000043
2, 0.000059
3, 0.000173
4, 0.000332
5, 0.000273
thread7
0, 0.000075
1, 0.000282
2, 0.000066
3, 0.000453
4, 0.000453
5, 0.000411
6, 0.000119
thread8
0, 0.000643
1, 0.000547
2, 0.000725
3, 0.000900
4, 0.000267
5, 0.000328
6, 0.000557
7, 0.000727
POP MEASURE CAS
thread1
0, 0.000195
thread2
0, 0.000177
1, 0.000184
thread3
0, 0.000110
1, 0.000345
2, 0.000249
thread4
0, 0.000104
1, 0.000569
2, 0.000589
3, 0.000254
thread5
0, 0.000047
1, 0.000426
2, 0.000328
3, 0.000266
4, 0.000358
thread6
0, 0.000341
1, 0.000722
2, 0.000358
3, 0.000672
4, 0.000776
5, 0.000718
thread7
0, 0.000790
1, 0.000515
2, 0.000883
3, 0.000814
4, 0.000250
5, 0.000762
6, 0.000452
thread8
0, 0.000025
1, 0.000010
2, 0.000032
3, 0.000079
4, 0.000495
5, 0.000457
6, 0.000280
7, 0.000337
PUSH MEASURE LOCK
thread1
0, 0.000160
thread2
0, 0.000840
1, 0.000840
thread3
0, 0.000461
1, 0.000491
2, 0.000449
thread4
0, 0.000029
1, 0.000275
2, 0.000399
3, 0.000357
thread5
0, 0.000516
1, 0.000237
2, 0.000211
3, 0.000487
4, 0.000392
thread6
0, 0.000334
1, 0.000616
2, 0.001087
3, 0.000681
4, 0.000628
5, 0.001065
thread7
0, 0.000160
1, 0.000988
2, 0.000773
3, 0.000884
4, 0.000735
5, 0.000814
6, 0.000847
thread8
0, 0.000074
1, 0.000033
2, 0.000034
3, 0.000407
4, 0.000474
5, 0.000413
6, 0.000820
7, 0.000776
PUSH MEASURE CAS
thread1
0, 0.000265
thread2
0, 0.000258
1, 0.000313
thread3
0, 0.000939
1, 0.000916
2, 0.000821
thread4
0, 0.001216
1, 0.001187
2, 0.001187
3, 0.001187
thread5
0, 0.001087
1, 0.001045
2, 0.000555
3, 0.001035
4, 0.000945
thread6
0, 0.000309
1, 0.000559
2, 0.000939
3, 0.000896
4, 0.000948
5, 0.000946
thread7
0, 0.000072
1, 0.000400
2, 0.000648
3, 0.000729
4, 0.000754
5, 0.000627
6, 0.000677
thread8
0, 0.000013
1, 0.000039
2, 0.000474
3, 0.000408
4, 0.000357
5, 0.000195
6, 0.000378
7, 0.000380
